Country,Time,"Adult literacy rate, population 15+ years, both sexes (%)","Adult literacy rate, population 15+ years, female (%)","Adult literacy rate, population 15+ years, male (%)",Barro-Lee: Percentage of female population age 15+ with no education,"Elderly literacy rate, population 65+ years, both sexes (%)","Elderly literacy rate, population 65+ years, male (%)","Elderly literacy rate, population 65+ years, female (%)",Population growth (annual %),"Literacy rate, population 25-64 years, both sexes (%)","Literacy rate, population 25-64 years, female (%)","Literacy rate, population 25-64 years, male (%)","Population, age 0, female","Population, age 0, male","Population, age 0, total",UIS: Mean years of schooling of the population age 25+. Female,UIS: Mean years of schooling of the population age 25+. Male,UIS: Mean years of schooling of the population age 25+. Total,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total,UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female,GDP per capita (constant 2005 US$),Government expenditure in educational institutions as % of GDP (%),"Labor force with primary education, female (% of female labor force)","Labor force with primary education, male (% of male labor force)","Labor force with secondary education, female (% of female labor force)","Labor force with secondary education, male (% of male labor force)","Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education, male (% of male labor force)","Labor force, female (% of total labor force)","Labor force, total","Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)"
Russian Federation,2000,,,,1.4,,,,-0.420566975,,,,726427,761354,1487781,,,,,,,,,,6491.007133,2.939810038,,,,,,,48.28615078,72750274,10.39999962,10.80000019,10.60000038
Russian Federation,2001,,,,,,,,-0.424151028,,,,756100,793541,1549641,,,,,,,,,,6850.523222,3.106019974,,,,,,,48.26739583,71406529,8.600000381,9.399999619,9
Russian Federation,2002,99.44097137,99.22836304,99.69407654,,97.63503265,99.13253784,96.9292984,-0.460061305,99.7886,99.78676,99.79065,769787,809879,1579666,,,,,,,,,,7208.577134,3.839020014,6.400000095,9.5,66,68.30000305,27.5,22.10000038,48.79706946,72407963,7.599999905,8.199999809,7.900000095
Russian Federation,2003,,,,,,,,-0.45371986,,,,770763,813294,1584057,,,,,,,,,,7769.677136,3.678550005,7.300000191,10.30000019,65.90000153,67.69999695,26.79999924,22,48.99579825,73920206,8,8.399999619,8.199999809
Russian Federation,2004,,,,,,,,-0.40261376,,,,765564,809929,1575493,,,,,,,,,,8360.819356,3.547859907,5.800000191,8.899999619,34.59999847,47.40000153,59.59999847,43.70000076,49.15348949,74771015,7.5,8.100000381,7.800000191
Russian Federation,2005,,,,1.13,,,,-0.381473696,,,,759106,804433,1563539,,,,,,,,,,8927.9136,3.771929979,6.400000095,9.100000381,35.09999847,48.40000153,58.5,42.5,49.30718238,75358577,6.900000095,7.300000191,7.099999905
Russian Federation,2006,,,,,,,,-0.327318706,,,,751079,796283,1547362,,,,,,,,,,9687.50213,3.866260052,6,8.699999809,34.79999924,47.70000076,59.20000076,43.59999847,49.44521418,75580158,6.699999809,7.5,7.099999905
Russian Federation,2007,,,,,,,,-0.171024042,,,,739542,783624,1523166,,,,,,,,,,10532.33564,,5.099999905,7.599999905,34.5,47.59999847,60.5,44.79999924,49.29042011,76692069,5.599999905,6.400000095,6
Russian Federation,2008,,,,,,,,-0.043942262,,,,726121,768503,1494624,,,,,,,,,,11089.93982,4.101749897,4.5,6.699999809,33.20000076,47.29999924,62.29999924,46,48.91670684,77073504,5.900000095,6.5,6.199999809
Russian Federation,2009,,,,,,,,0.030114067,,,,712788,753506,1466294,,,,,,,,,,10219.5304,,4.5,6.599999905,33.79999924,47.70000076,61.70000076,45.70000076,49.10775275,76932095,7.699999809,8.899999619,8.300000191
Russian Federation,2010,99.68427277,99.64778137,99.72830963,1.09,99.15444183,99.56568146,98.96723938,0.04488739,99.79603,99.81901,99.77017,700961,740490,1441451,12,12.1,12,0.87097,0.801,0.84003,2,2.1,1.2,10674.9972,,3.799999952,5.900000095,33.20000076,47.79999924,63,46.29999924,48.76725161,76594138,6.800000191,7.800000191,7.300000191
Russian Federation,2011,,,,,,,,0.077967098,,,,691521,730482,1422003,,,,,,,,,,11121.52342,,3.599999905,5.699999809,32.40000153,47,64,47.29999924,48.89617419,76965903,6,6.900000095,6.5
Russian Federation,2012,,,,,,,,0.168301591,,,,684251,723121,1407372,,,,,,,,,,11493.41227,4.154669762,3.400000095,5.400000095,32.29999924,47.59999847,64.30000305,47,48.91122515,76895191,5.099999905,5.900000095,5.5
Russian Federation,2013,,,,,,,,0.212923595,,,,678079,717129,1395208,,,,,,,,,,11615.70625,,3.099999905,5.099999905,32.20000076,46.5,64.69999695,48.40000153,48.84956742,76886470,5.099999905,5.800000191,5.5
Russian Federation,2014,,,,,,,,0.217632655,,,,,710485,,,,,,,,,,,11490.8742,,,,,,,,48.77960567,76754167,4.800000191,5.400000095,5.099999905
Russian Federation,2015,99.71956635,99.7129364,99.72750854,,99.47241974,99.70046234,99.36251831,0.192585837,99.77821,99.80774,99.7454,662709,701744,1364453,,,,,,,,,,11038.82072,,,,,,,,,,,,
South Africa,1990,,,,11.68,,,,2.036073812,,,,476575,485482,962057,,,,,,,,,,6336.454195,,,,,,,,37.55221455,11499668,,,
South Africa,1991,,,,,,,,2.061301631,,,,482043,491052,973095,,,,,,,,,,6143.969539,,,,,,,,38.31958484,11887848,29.5,21.39999962,24.5
South Africa,1992,,,,,,,,2.086528098,,,,493528,502709,996237,,,,,,,,,,5888.514073,,,,,,,,39.21057697,12344636,27.39999962,21.29999924,23.70000076
South Africa,1993,,,,,,,,2.111753549,,,,507887,517288,1025175,,,,,,,,,,5836.59054,,,,,,,,39.96854837,12801881,29.79999924,22.39999962,25.29999924
South Africa,1994,,,,,,,,2.136984306,,,,520523,530136,1050659,,,,,,,,,,5896.008748,,,,,,,,40.72707521,13277801,23.39999962,17.70000076,20
South Africa,1995,,,,4.7,,,,2.162208672,,,,528195,537990,1066185,,,,,,,,,,5948.759777,,,,,,,,41.42613555,13793191,19.70000076,14.89999962,16.89999962
South Africa,1996,82.40209961,80.92862701,84.07138062,,49.05297852,52.24185944,47.05506134,2.225178393,80.43871,78.90939,82.16116,529651,539587,1069238,,,,,,,,,,6068.018735,,,,,,,,42.24422143,14250510,24.39999962,18.60000038,21
South Africa,1997,,,,,,,,2.288146817,,,,526161,536211,1062372,,,,,,,,,,6084.949502,,,,,,,,43.05032035,14735967,26.39999962,20.20000076,22.89999962
South Africa,1998,,,,,,,,2.3511164,,,,520042,530192,1050234,,,,,,,,,,5973.271726,,,,,,,,44.16243378,15207108,29.60000038,21.5,25
South Africa,1999,,,,,,,,2.414085078,,,,514773,525025,1039798,,,,,,,,,,5970.737661,,,,,,,,45.09952723,15734839,30.39999962,21.39999962,25.39999962
South Africa,2000,,,,17.4,,,,2.477052188,,,,512769,523143,1035912,,,,,,,,,,6069.291656,,,,,,,,45.79525188,16278264,29,24.79999924,26.70000076
South Africa,2001,,,,,,,,2.046501927,,,,514921,525437,1040358,7.3,7.8,7.5,8.43327,9.42284,8.88712,,,,6106.897158,5.159480095,46.40000153,48.79999924,33.40000153,32.90000153,12.80000019,11,46.2944318,16747634,27.89999962,23.29999924,25.39999962
South Africa,2002,,,,,,,,1.191627586,,,,520144,530819,1050963,8.3,8.8,8.5,3.88637,5.60221,4.68487,,,,6257.858776,,,,,,,,45.97864591,16976794,31.5,23.70000076,27.20000076
South Africa,2003,,,,,,,,1.280989462,,,,526535,537372,1063907,8.5,9.1,8.8,4.59532,6.36438,5.41905,,,,6360.407518,,,,,,,,45.4030656,16791386,31.20000076,23.79999924,27.10000038
South Africa,2004,,,,,,,,1.310136668,,,,531291,542275,1073566,8.6,9.1,8.8,4.3114,5.48425,4.85797,,,,6563.538987,5.02779007,,,,,,,44.65552714,16498484,28.89999962,21.39999962,24.70000076
South Africa,2005,,,,11.01,,,,1.339498136,,,,532461,543567,1076028,8.6,9.2,8.9,3.42662,4.96508,4.14443,,,,6817.959512,5.023709774,,,,,,,45.00640163,17254992,28.39999962,20.10000038,23.79999924
South Africa,2006,,,,,,,,1.369088836,,,,529419,540617,1070036,8.7,9.3,8.9,3.47113,4.90703,4.14178,,,,7100.86006,5.019869804,,,,,,,45.37986898,17840717,27.39999962,18.70000076,22.60000038
South Africa,2007,88.71724701,87.04309845,90.71759033,,56.34379959,64.58454895,51.36336899,1.39892343,88.89576,87.76671,90.30497,523030,534298,1057328,8.8,9.4,9.1,3.71195,5.06522,4.34474,,,,7377.568026,4.923779964,30.70000076,36,49.5,46.5,15.10000038,12,44.96604584,17875719,26.60000038,18.79999924,22.29999924
South Africa,2008,,,,,,,,1.429016231,,,,514629,525946,1040575,8.9,9.5,9.2,4.20425,5.03257,4.59206,,,,7504.972234,4.802830219,14.30000019,17,75.80000305,72.80000305,5.300000191,5.199999809,44.54496232,18494886,26.39999962,19.79999924,22.70000076
South Africa,2009,92.89485931,91.76815796,94.12145996,,67.90273285,74.24201965,64.31758881,1.459381174,93.08796,92.30061,93.93732,506207,517563,1023770,9.3,9.8,9.5,5.39415,6.19039,5.7674,,,,7282.480625,5.176839828,,,,,,,44.35822921,18182660,26.10000038,21.79999924,23.70000076
South Africa,2010,92.87731934,91.71398926,94.14385223,6.68,67.15196228,73.91858673,63.32910156,1.490031778,93.04276,92.3439,93.79687,499233,510625,1009858,9.4,9.9,9.6,5.52204,6.82519,6.13367,,,,7392.868752,5.652160168,,,,,,,44.23467674,17987569,27.39999962,22.60000038,24.70000076
South Africa,2011,93.10214233,92.04788971,94.24508667,,67.68042755,73.81243896,64.25562286,1.520981111,93.40674,92.83443,94.01879,494049,505472,999521,9.5,9.9,9.7,5.58918,6.61184,6.06616,,,,7515.182883,5.833940029,,,,,,,44.57931839,18315621,27.70000076,22.20000076,24.70000076
South Africa,2012,93.7294693,92.58625031,94.96372223,,69.14626312,75.57273865,65.5626297,1.552241754,94.22386,93.51408,94.97685,490251,501702,991953,9.7,10.2,9.9,5.76449,7.02326,6.35871,,,,7563.684103,6.196790218,40.59999847,42.40000153,31.89999962,31.10000038,17.70000076,14.89999962,44.29898512,18883401,27.89999962,22.70000076,25
South Africa,2013,,,,,,,,1.583825768,,,,487658,499141,986799,,,,,,,,,,7609.538289,5.820219994,39.79999924,42.29999924,31.79999924,30.89999962,18.70000076,15.80000019,44.14786637,19420481,26.60000038,22.89999962,24.60000038
South Africa,2014,94.13990021,93.07305908,95.28684998,,70.88349915,77.37599945,67.28845978,1.615744656,94.82812,94.34273,95.33756,,497392,,10.2,10.5,10.3,6.03706,6.46703,6.24111,7.6,7.1,0.6,7603.535667,5.870230198,,,,,,,43.84252957,20001038,27.60000038,23,25.10000038
South Africa,2015,94.59793854,93.42893219,95.83280945,,71.25617218,77.09441376,68.40193176,1.648009331,95.28358,94.69285,95.9086,484535,496128,980663,,,,,,,,,,7575.236543,,,,,,,,,,,,
Singapore,1990,89.09600067,83.02684784,95.09316254,15.35,50.99996185,78.56880951,28.48172951,3.889093607,90.30855,84.9372,95.55698,22330,24025,46355,,,,,,,,,,22178.48939,,,,,,,,39.1442889,1553141,,,
Singapore,1991,,,,,,,,2.845482865,,,,23996,25873,49869,,,,,,,,,,22997.78453,,38.20000076,51.40000153,55.09999847,41.90000153,6.800000191,6.699999809,38.29271981,1606731,3.599999905,2.400000095,2.900000095
Singapore,1992,,,,,,,,3.004256395,,,,26563,28604,55167,,,,,,,,,,23898.8977,,37,49.5,55.5,42.59999847,7.5,7.900000095,38.45439265,1654547,2.700000048,1.899999976,2.200000048
Singapore,1993,,,,,,,,2.529806747,,,,29343,31509,60852,,,,,,,,,,25990.31403,,36.40000153,48.09999847,54.59999847,43.09999847,9,8.800000191,38.28145513,1679607,2.5,1.799999952,2.099999905
Singapore,1994,,,,,,,,3.136586932,,,,31363,33600,64963,,,,,,,,,,27939.63486,,35.29999924,46.79999924,55.09999847,43.90000153,9.600000381,9.300000191,38.30159851,1732429,2.700000048,1.899999976,2.200000048
Singapore,1995,,,,18.66,,,,3.037813485,,,,31958,34198,66156,,,,,,,,,,29008.49955,,,,,,,,38.70572478,1761990,2.599999905,1.899999976,2.200000048
Singapore,1996,,,,,,,,4.064318468,,,,30845,33009,63854,,,,,,,,,,29951.0196,,32.40000153,43,55.70000076,45.79999924,12,11.19999981,39.03976703,1863277,2.599999905,2,2.200000048
Singapore,1997,,,,,,,,3.357442195,,,,28335,30354,58689,,,,,,,,,,31363.40899,,32.90000153,42.20000076,54.5,45.09999847,12.5,12.69999981,39.12515501,1904726,2.299999952,1.799999952,2
Singapore,1998,,,,,,,,3.397212277,,,,25068,26903,51971,,,,,,,,,,29641.22583,,30.5,40,55.40000153,46,14,14,39.36714772,1965672,4,3.200000048,3.5
Singapore,1999,,,,,,,,0.799148451,,,,21986,23644,45630,,,,,,,,,,31197.60512,,30.29999924,39.70000076,55.40000153,45.5,14.30000019,14.80000019,39.85398081,2009325,4.300000191,3.5,3.799999952
Singapore,2000,92.54940033,88.64517975,96.56510162,23.95,60.31150055,84.49923706,41.17036819,1.732042233,95.02799,92.84917,97.25307,19764,21283,41047,,,,,,,,,,33390.05848,,,,,,,,40.61915288,2068859,4.199999809,3.400000095,3.700000048
Singapore,2001,,,,,,,,2.697355843,,,,18618,20050,38668,,,,,,,,,,32191.94009,,28.39999962,35.79999924,54.5,47.40000153,17.10000038,16.89999962,40.57709729,2121618,4.099999905,3.400000095,3.700000048
Singapore,2002,,,,,,,,0.912639806,,,,18333,19719,38052,,,,,,,,,,33242.98633,,27.10000038,34.90000153,53.79999924,47,19.20000076,18.10000038,40.3230163,2125094,5.300000191,4.400000095,4.800000191
Singapore,2003,,,,,,,,-1.474532842,,,,18621,19992,38613,,,,,,,,,,35233.13448,,25.89999962,34,53.5,45.70000076,20.60000038,20.29999924,40.8405888,2105310,5.800000191,4.800000191,5.199999809
Singapore,2004,,,,,,,,1.251916673,,,,19020,20387,39407,,,,,,,,,,38117.41053,,26,32.59999847,52,46.09999847,22,21.20000076,41.27886161,2142249,4.900000095,4,4.400000095
Singapore,2005,,,,13.07,,,,2.350511289,,,,19193,20553,39746,,,,25.77032,32.70516,29.12757,,,,40020.26016,,,,,,,,41.85799234,2238330,4.599999905,3.799999952,4.099999905
Singapore,2006,,,,,,,,3.129389156,,,,19076,20423,39499,9.9,11,10.4,17.08729,22.27089,19.59645,22.3,19.6,,42223.89136,,25.10000038,30.70000076,51.20000076,46.09999847,23.70000076,23.20000076,42.43998602,2357284,4,3.299999952,3.599999905
Singapore,2007,,,,,,,,4.166002864,,,,18795,20129,38924,10,11.1,10.5,17.82677,22.53796,20.09313,22.5,20.1,,44191.23809,,24.10000038,30.39999962,51.90000153,46.20000076,24.10000038,23.39999962,42.52708575,2478056,3.299999952,2.799999952,3
Singapore,2008,,,,,,,,5.321517083,,,,18431,19754,38185,10.3,11.4,10.8,19.48114,24.28256,21.80306,24.3,21.8,,42650.10208,2.80479002,21.5,26.29999924,52,48.40000153,26.5,25.39999962,43.08092047,2640951,3.5,2.900000095,3.200000048
Singapore,2009,,,,,,,,3.015949915,,,,18120,19436,37556,10.3,11.4,10.8,20.30797,24.9711,22.54012,25,22.5,,41133.29981,3.031840086,21.89999962,26,50.5,47.79999924,27.5,26.10000038,42.88864388,2735512,4.699999809,4,4.300000191
Singapore,2010,95.85733032,93.77481079,98.03713989,18.57,75.72368622,90.9910965,63.70677185,1.771832879,98.04922,97.52262,98.59787,17959,19275,37234,10.8,11.8,11.3,21.60116,25.91203,23.68023,25.9,23.7,,46569.67951,3.108360052,20.60000038,23.5,51.09999847,49.40000153,28.29999924,27.10000038,43.50582871,2819921,3.400000095,2.799999952,3.099999905
Singapore,2011,96.17933655,94.06182098,98.38604736,,,,,2.084902456,,,,17956,19277,37233,10.9,11.9,11.4,22.72257,26.50612,24.5494,26.5,24.5,,48439.94143,3.074189901,19.79999924,22.79999924,50.59999847,49.90000153,29.60000038,27.29999924,43.92062038,2905683,3.200000048,2.700000048,2.900000095
Singapore,2012,96.36306,94.35344696,98.46253204,,,,,2.45339033,,,,18067,19397,37464,11,12,11.5,23.46401,28.09944,25.67773,28.1,25.7,,49000.7062,3.115309954,19.10000038,22,50.59999847,49.40000153,30.20000076,28.70000076,44.20256525,3017714,3.099999905,2.599999905,2.799999952
Singapore,2013,96.5401535,94.63796997,98.53053284,,,,,1.619308099,,,,18272,19615,37887,11,12,11.5,25.15091,29.71979,27.33778,29.7,27.3,,50467.84083,2.905060053,18.20000076,21,30.29999924,30.29999924,51.5,48.70000076,44.23724978,3066574,3.099999905,2.5,2.799999952
Singapore,2014,96.71665955,94.91132355,98.60894775,,,,,1.298440178,99.70404,99.68775,99.72149,,19900,,11.1,12.1,11.6,25.47448,30.20611,27.74241,30.2,27.7,,51440.81677,,,,,,,,44.20589626,3110343,3.299999952,2.700000048,3
Singapore,2015,96.77462769,94.98401642,98.63719177,,91.81723022,96.97360229,87.57186127,1.186376937,97.05196,95.49987,98.64516,18843,20225,39068,,,,,,,,,,51855.07945,,,,,,,,,,,,
Slovenia,1990,,,,0.8,,,,0.090624343,,,,11129,12034,23163,,,,,,,,,,,,,,,,,,46.54672022,848990,,,
Slovenia,1991,99.52452087,99.45375061,99.60208893,,98.90722656,99.07109833,98.82034302,0.063438224,99.58619,99.53342,99.63988,10638,11533,22171,,,,,,,,,,,,,,,,,,46.45086412,852137,6.5,4.5,5.400000095
Slovenia,1992,,,,,,,,-0.146699403,,,,10005,10790,20795,,,,,,,,,,,,,,,,,,46.43373042,852880,5.900000095,4,4.900000095
Slovenia,1993,,,,,,,,-0.238300478,,,,9335,9955,19290,,,,,,,,,,,,,,,,,,46.40651912,853490,6.599999905,10.5,8.699999809
Slovenia,1994,,,,,,,,-0.115694093,,,,8778,9243,18021,,,,,,,,,,,,,,,,,,46.20926527,945661,7,9.300000191,8.199999809
Slovenia,1995,,,,0.79,,,,0.0215615,,,,8438,8801,17239,,,,,,,,,,15063.71311,,,,,,,,46.31297165,960055,6.800000191,7.5,7.199999809
Slovenia,1996,,,,,,,,-0.062536134,,,,8357,8687,17044,,,,,,,,,,15603.14997,,25.5,22.10000038,58.29999924,65.69999695,16.29999924,12.19999981,46.44905774,943313,6.599999905,7.199999809,6.900000095
Slovenia,1997,,,,,,,,-0.134454343,,,,8494,8840,17334,,,,,,,,,,16423.22455,,26.20000076,23.10000038,58.29999924,64.90000153,15.5,12,46.77895837,961009,6.800000191,6.400000095,6.599999905
Slovenia,1998,,,,,,,,-0.218117657,,,,8753,9147,17900,,,,,,,,,,16999.86751,,25.39999962,21.70000076,57.59999847,66.30000305,17.10000038,12,46.32195711,980671,7.5,7.300000191,7.400000095
Slovenia,1999,,,,,,,,0.071430845,,,,8998,9443,18441,,,,,,,,,,17883.72183,,24,19.5,57.59999847,66.90000153,18.39999962,13.60000038,46.02705118,966612,7.400000095,7.199999809,7.300000191
Slovenia,2000,,,,0.8,,,,0.29607496,,,,9127,9609,18736,,,,,,,,,,18571.80162,,22.89999962,18.89999962,57.59999847,67.30000305,19.5,13.80000019,46.06135827,961207,7.099999905,6.800000191,6.900000095
Slovenia,2001,,,,,,,,0.157498742,,,,9107,9604,18711,,,,,,,,,,19089.46066,5.036570072,23.10000038,19.10000038,56.70000076,67.30000305,17.60000038,11.39999962,45.61513045,970599,6,5.400000095,5.699999809
Slovenia,2002,,,,,,,,0.123915442,,,,8975,9470,18445,,,,,,,,,,19797.2448,5.096300125,21.60000038,17.60000038,57.79999924,68.40000153,17.79999924,12.30000019,45.79451236,974881,6.800000191,5.900000095,6.300000191
Slovenia,2003,,,,,,,,0.060296779,,,,8779,9267,18046,,,,,,,,,,20347.63021,5.141049862,18.5,16.79999924,58.20000076,67.90000153,23.20000076,15.19999981,45.71865982,964768,7.099999905,6.400000095,6.699999809
Slovenia,2004,99.6517868,99.6151123,99.69078827,,99.27407837,99.39543152,99.20065308,0.064066202,,,,8607,9082,17689,11.4,11.9,11.7,,,,,,,21219.51653,5.117249966,18.5,16.39999962,57.59999847,67.5,23.79999924,15.89999962,45.87576963,1012007,6.800000191,5.900000095,6.300000191
Slovenia,2005,,,,0.69,,,,0.173208905,,,,8515,8983,17498,11.1,11.7,11.4,,,,,,,22030.73898,5.07972002,17.60000038,16.20000076,57.29999924,66.30000305,25,17.39999962,46.00992082,1018263,7,6.099999905,6.5
Slovenia,2006,,,,,,,,0.319114537,,,,8518,8984,17502,11.3,11.8,11.5,,,,,,,23202.64001,5.095890045,16.20000076,15.30000019,56.40000153,66.09999847,27.29999924,18.39999962,46.15816002,1025316,7.300000191,4.900000095,6
Slovenia,2007,,,,,,,,0.559207816,,,,8591,9054,17645,11.3,11.6,11.5,,,,,,,24674.89757,4.69494009,16.20000076,15.10000038,55,66.09999847,28.5,18.5,45.78115375,1040557,5.800000191,3.900000095,4.800000191
Slovenia,2008,,,,,,,,0.158140844,,,,8697,9159,17856,11.4,11.9,11.6,,,,,,,25448.96362,4.704130173,15.10000038,14.60000038,55.20000076,66.40000153,29.39999962,18.79999924,46.00527633,1036705,4.900000095,4,4.400000095
Slovenia,2009,,,,,,,,0.903875535,,,,8781,9244,18025,11.5,12,11.7,,,,,,,23253.48082,5.135389805,14.39999962,13.89999962,54.70000076,66.59999847,30.70000076,19.29999924,45.76111319,1045357,5.900000095,5.900000095,5.900000095
Slovenia,2010,,,,0.52,,,,0.436079485,,,,8803,9267,18070,11.6,12,11.8,,,,,,,23438.84716,5.099830151,13.69999981,14.19999981,54.5,65.40000153,31.60000038,20.20000076,45.4571105,1045524,7,7.300000191,7.199999809
Slovenia,2011,,,,,,,,0.207732702,,,,8754,9217,17971,11.7,12,11.9,,,,,,,23542.08866,5.059519768,12.10000038,12.80000019,53.20000076,65.90000153,34.59999847,21.20000076,45.6490314,1024519,8.199999809,8.199999809,8.199999809
Slovenia,2012,,,,,,,,0.210024306,,,,8648,9112,17760,11.8,12,11.9,,,,,,,22854.12529,5.367360115,11.10000038,12.5,52.09999847,65.19999695,36.79999924,22.29999924,45.87852292,1019501,9.399999619,8.300000191,8.800000191
Slovenia,2013,,,,,,,,0.135726229,,,,8501,8966,17467,12,12.2,12.1,,,,,,,22581.68926,,10.60000038,12.19999981,51.59999847,63.90000153,37.79999924,23.89999962,45.97630641,1017237,11.19999981,9.399999619,10.19999981
Slovenia,2014,99.71005249,99.69168854,99.72898102,,99.46353912,99.56252289,99.39541626,0.098351922,,,,,8807,,11.9,12.2,12.1,5.68182,4.61741,5.09677,16.6,18.5,14.8,23247.18561,,12,11.60000038,49.90000153,63.90000153,38.20000076,24.5,46.06961715,1012624,10,9,9.5
Slovenia,2015,99.71475983,99.69795227,99.73209381,,99.47933197,99.57624054,99.41172791,0.086675197,99.76355,99.77022,99.75726,8195,8653,16848,,,,,,,,,,23895.78879,,,,,,,,,,,,
Spain,1990,,,,28.81,,,,0.151881923,,,,194926,206266,401192,,,,,,,,,,22475.86734,,,,,,,,34.34280404,15788571,,,
Spain,1991,96.49497223,95.0510025,98.03549194,,89.30174255,94.31417084,85.79608154,0.22783038,97.46056,96.56722,98.37203,194812,205960,400772,,,,,,,,,,22995.65224,,,,,,,,34.81215653,15924509,24.5,12,16.39999962
Spain,1992,,,,,,,,0.329961303,,,,194210,205707,399917,,,,,,,,,,23132.87578,,62.79999924,71.40000153,17.39999962,14.10000038,19.70000076,14.5,35.62541721,16020298,26.20000076,14.10000038,18.39999962
Spain,1993,,,,,,,,0.310911158,,,,192944,205073,398017,,,,,,,,,,22823.1918,,60.5,70.09999847,17.79999924,14.19999981,21.79999924,15.60000038,36.33106843,16208915,29.89999962,18.70000076,22.79999924
Spain,1994,,,,,,,,0.269014245,,,,190960,203618,394578,,,,,,,,,,23304.33665,,58.59999847,68.30000305,18.5,14.80000019,22.89999962,16.89999962,37.19334661,16447560,32.20000076,19.70000076,24.29999924
Spain,1995,,,,22.27,,,,0.233979972,,,,188331,201145,389476,,,,,,,,,,23890.98677,,56.29999924,66.30000305,19.20000076,15.80000019,24.39999962,17.89999962,37.68645353,16602796,31.29999924,18.10000038,23.10000038
Spain,1996,,,,,,,,0.231202196,,,,184535,197020,381555,,,,,,,,,,24473.33608,,53.20000076,64,20,16.29999924,26.89999962,19.70000076,38.05043353,16836933,30.29999924,17.70000076,22.5
Spain,1997,,,,,,,,0.263663726,,,,179738,191528,371266,,,,,,,,,,25309.48773,,51.59999847,62.79999924,20.39999962,16.79999924,28.10000038,20.39999962,38.40544829,17072372,29,16.10000038,21.10000038
Spain,1998,,,,,,,,0.34978306,,,,175536,186517,362053,,,,,,,,,,26307.12981,,51.09999847,62,19.70000076,16.70000076,29.20000076,21.29999924,38.55096988,17314685,27.20000076,13.89999962,19
Spain,1999,,,,,,,,0.515171909,,,,174102,184526,358628,,,,,,,,,,27345.73752,,49.09999847,60.29999924,20.5,17.29999924,30.39999962,22.5,38.83666632,17642436,23.39999962,11.19999981,15.89999962
Spain,2000,,,,17.28,,,,0.840384465,,,,176849,187218,364067,,,,,,,,,,28551.12877,4.0666399,47.5,58.40000153,21.10000038,18.10000038,31.5,23.60000038,39.42008272,18187732,21,9.800000191,14.19999981
Spain,2001,,,,,,,,1.216479485,,,,184509,195419,379928,,,,,,,,,,29334.45229,4.00965023,45.09999847,56.40000153,21.39999962,18.70000076,33,24.39999962,38.91761024,18213125,15.5,7.599999905,10.69999981
Spain,2002,,,,,,,,1.643976833,,,,196224,208148,404372,,,,,,,,,,29687.13139,4.026229858,43.70000076,55.70000076,22.10000038,19,34.20000076,25.29999924,39.60194895,18932245,16.70000076,8.199999809,11.60000038
Spain,2003,,,,,,,,1.808454468,,,,209851,223028,432879,,,,,,,,,,30084.41757,4.049580097,42.90000153,54.70000076,22.39999962,19.39999962,34.20000076,25.5,40.34907955,19688521,16.20000076,8.300000191,11.5
Spain,2004,97.16512299,96.23088074,98.14391327,,90.48642731,93.77007294,88.05471039,1.725466303,98.63875,98.34115,98.93394,222355,236685,459040,8.4,9,8.7,,,,,,,30506.17363,4.029399872,40.59999847,52.79999924,23.29999924,20.29999924,35.70000076,26.39999962,40.80696744,20479711,15.30000019,8.300000191,11.19999981
Spain,2005,97.75068665,96.92514801,98.61746979,3.03,91.94093323,95.17028046,89.63626862,1.689349047,98.5388,98.10193,98.98174,231539,246679,478218,8.6,9.3,8.9,,,,,,,31111.89673,4.006199837,38,49.90000153,24.60000038,21.89999962,37.09999847,27.79999924,41.21054713,21207964,12.39999962,7.199999809,9.300000191
Spain,2006,,,,,,,,1.690352556,,,,236659,252193,488852,8.8,9.4,9.1,,,,,,,31867.29623,4.040669918,37.40000153,49,25.20000076,22.60000038,37,28,41.85358593,21894836,11.80000019,6.400000095,8.600000381
Spain,2007,97.93884277,97.26032257,98.633461,,92.69521332,95.58039093,90.44296265,1.851081308,98.97003,98.80681,99.1301,238334,253919,492253,8.9,9.5,9.2,,,,,,,32461.85001,4.097740173,37.59999847,48,25.10000038,23,37,28.60000038,42.24270781,22483232,11.10000038,6.5,8.399999619
Spain,2008,97.6306076,96.88684082,98.40229797,,92.01407623,95.16388702,89.66166687,1.595330499,98.88106,98.782,98.97818,237391,252777,490168,9,9.6,9.3,,,,,,,32304.61716,4.33754015,37.70000076,48,25.29999924,22.79999924,36.59999847,28.60000038,42.84849594,23144495,13.19999981,10.19999981,11.5
